,REF_DATE,GEO,Sex,Age group,Income source,Statistics,SCALAR_FACTOR,VALUE
648604,1993,Prince Edward Island,Females,25 to 54 years,Total income,Median income (excluding zeros),units,24700.0
648679,1993,Prince Edward Island,Both sexes,25 to 34 years,Total income,Median income (excluding zeros),units,28400.0
648754,1993,Prince Edward Island,Males,25 to 34 years,Total income,Median income (excluding zeros),units,30400.0
648829,1993,Prince Edward Island,Females,25 to 34 years,Total income,Median income (excluding zeros),units,25500.0
648904,1993,Prince Edward Island,Both sexes,35 to 44 years,Total income,Median income (excluding zeros),units,34600.0
648979,1993,Prince Edward Island,Males,35 to 44 years,Total income,Median income (excluding zeros),units,41000.0
649054,1993,Prince Edward Island,Females,35 to 44 years,Total income,Median income (excluding zeros),units,27000.0
649129,1993,Prince Edward Island,Both sexes,45 to 54 years,Total income,Median income (excluding zeros),units,32800.0
649204,1993,Prince Edward Island,Males,45 to 54 years,Total income,Median income (excluding zeros),units,40000.0
649279,1993,Prince Edward Island,Females,45 to 54 years,Total income,Median income (excluding zeros),units,21700.0
649354,1993,Prince Edward Island,Both sexes,55 to 64 years,Total income,Median income (excluding zeros),units,26500.0
649429,1993,Prince Edward Island,Males,55 to 64 years,Total income,Median income (excluding zeros),units,35200.0
649504,1993,Prince Edward Island,Females,55 to 64 years,Total income,Median income (excluding zeros),units,16900.0
649579,1993,Prince Edward Island,Both sexes,65 years and over,Total income,Median income (excluding zeros),units,19700.0
649654,1993,Prince Edward Island,Males,65 years and over,Total income,Median income (excluding zeros),units,22500.0
649729,1993,Prince Edward Island,Females,65 years and over,Total income,Median income (excluding zeros),units,17900.0
649804,1993,Nova Scotia,Both sexes,16 years and over,Total income,Median income (excluding zeros),units,24700.0
649879,1993,Nova Scotia,Males,16 years and over,Total income,Median income (excluding zeros),units,34100.0
649954,1993,Nova Scotia,Females,16 years and over,Total income,Median income (excluding zeros),units,19200.0
650029,1993,Nova Scotia,Both sexes,16 to 24 years,Total income,Median income (excluding zeros),units,9700.0
650104,1993,Nova Scotia,Males,16 to 24 years,Total income,Median income (excluding zeros),units,10700.0
650179,1993,Nova Scotia,Females,16 to 24 years,Total income,Median income (excluding zeros),units,9200.0
650254,1993,Nova Scotia,Both sexes,25 to 54 years,Total income,Median income (excluding zeros),units,32900.0
650329,1993,Nova Scotia,Males,25 to 54 years,Total income,Median income (excluding zeros),units,43700.0
650404,1993,Nova Scotia,Females,25 to 54 years,Total income,Median income (excluding zeros),units,23700.0
650479,1993,Nova Scotia,Both sexes,25 to 34 years,Total income,Median income (excluding zeros),units,28900.0
650554,1993,Nova Scotia,Males,25 to 34 years,Total income,Median income (excluding zeros),units,35700.0
650629,1993,Nova Scotia,Females,25 to 34 years,Total income,Median income (excluding zeros),units,24200.0
650704,1993,Nova Scotia,Both sexes,35 to 44 years,Total income,Median income (excluding zeros),units,37100.0
650779,1993,Nova Scotia,Males,35 to 44 years,Total income,Median income (excluding zeros),units,50200.0
650854,1993,Nova Scotia,Females,35 to 44 years,Total income,Median income (excluding zeros),units,24200.0
650929,1993,Nova Scotia,Both sexes,45 to 54 years,Total income,Median income (excluding zeros),units,35600.0
651004,1993,Nova Scotia,Males,45 to 54 years,Total income,Median income (excluding zeros),units,47200.0
651079,1993,Nova Scotia,Females,45 to 54 years,Total income,Median income (excluding zeros),units,22000.0
651154,1993,Nova Scotia,Both sexes,55 to 64 years,Total income,Median income (excluding zeros),units,30300.0
651229,1993,Nova Scotia,Males,55 to 64 years,Total income,Median income (excluding zeros),units,40100.0
651304,1993,Nova Scotia,Females,55 to 64 years,Total income,Median income (excluding zeros),units,16400.0
651379,1993,Nova Scotia,Both sexes,65 years and over,Total income,Median income (excluding zeros),units,19800.0
651454,1993,Nova Scotia,Males,65 years and over,Total income,Median income (excluding zeros),units,22900.0
651529,1993,Nova Scotia,Females,65 years and over,Total income,Median income (excluding zeros),units,17700.0
651604,1993,New Brunswick,Both sexes,16 years and over,Total income,Median income (excluding zeros),units,23300.0
651679,1993,New Brunswick,Males,16 years and over,Total income,Median income (excluding zeros),units,32200.0
651754,1993,New Brunswick,Females,16 years and over,Total income,Median income (excluding zeros),units,17600.0
651829,1993,New Brunswick,Both sexes,16 to 24 years,Total income,Median income (excluding zeros),units,10000.0
651904,1993,New Brunswick,Males,16 to 24 years,Total income,Median income (excluding zeros),units,10400.0
651979,1993,New Brunswick,Females,16 to 24 years,Total income,Median income (excluding zeros),units,9000.0
652054,1993,New Brunswick,Both sexes,25 to 54 years,Total income,Median income (excluding zeros),units,32500.0
652129,1993,New Brunswick,Males,25 to 54 years,Total income,Median income (excluding zeros),units,43300.0
652204,1993,New Brunswick,Females,25 to 54 years,Total income,Median income (excluding zeros),units,22100.0
652279,1993,New Brunswick,Both sexes,25 to 34 years,Total income,Median income (excluding zeros),units,29400.0
652354,1993,New Brunswick,Males,25 to 34 years,Total income,Median income (excluding zeros),units,37600.0
652429,1993,New Brunswick,Females,25 to 34 years,Total income,Median income (excluding zeros),units,21300.0
652504,1993,New Brunswick,Both sexes,35 to 44 years,Total income,Median income (excluding zeros),units,34500.0
652579,1993,New Brunswick,Males,35 to 44 years,Total income,Median income (excluding zeros),units,47600.0
652654,1993,New Brunswick,Females,35 to 44 years,Total income,Median income (excluding zeros),units,23400.0
652729,1993,New Brunswick,Both sexes,45 to 54 years,Total income,Median income (excluding zeros),units,35400.0
652804,1993,New Brunswick,Males,45 to 54 years,Total income,Median income (excluding zeros),units,50900.0
652879,1993,New Brunswick,Females,45 to 54 years,Total income,Median income (excluding zeros),units,23300.0
652954,1993,New Brunswick,Both sexes,55 to 64 years,Total income,Median income (excluding zeros),units,22600.0
653029,1993,New Brunswick,Males,55 to 64 years,Total income,Median income (excluding zeros),units,36100.0
653104,1993,New Brunswick,Females,55 to 64 years,Total income,Median income (excluding zeros),units,14000.0
653179,1993,New Brunswick,Both sexes,65 years and over,Total income,Median income (excluding zeros),units,19300.0
653254,1993,New Brunswick,Males,65 years and over,Total income,Median income (excluding zeros),units,22200.0
653329,1993,New Brunswick,Females,65 years and over,Total income,Median income (excluding zeros),units,17100.0
653404,1993,Quebec,Both sexes,16 years and over,Total income,Median income (excluding zeros),units,26000.0
653479,1993,Quebec,Males,16 years and over,Total income,Median income (excluding zeros),units,34600.0
653554,1993,Quebec,Females,16 years and over,Total income,Median income (excluding zeros),units,20300.0
653629,1993,Quebec,Both sexes,16 to 24 years,Total income,Median income (excluding zeros),units,10000.0
653704,1993,Quebec,Males,16 to 24 years,Total income,Median income (excluding zeros),units,11700.0
653779,1993,Quebec,Females,16 to 24 years,Total income,Median income (excluding zeros),units,9100.0
653854,1993,Quebec,Both sexes,25 to 54 years,Total income,Median income (excluding zeros),units,34800.0
653929,1993,Quebec,Males,25 to 54 years,Total income,Median income (excluding zeros),units,44400.0
654004,1993,Quebec,Females,25 to 54 years,Total income,Median income (excluding zeros),units,26700.0
654079,1993,Quebec,Both sexes,25 to 34 years,Total income,Median income (excluding zeros),units,31100.0
654154,1993,Quebec,Males,25 to 34 years,Total income,Median income (excluding zeros),units,36900.0
654229,1993,Quebec,Females,25 to 34 years,Total income,Median income (excluding zeros),units,26000.0
654304,1993,Quebec,Both sexes,35 to 44 years,Total income,Median income (excluding zeros),units,39400.0
654379,1993,Quebec,Males,35 to 44 years,Total income,Median income (excluding zeros),units,50200.0
654454,1993,Quebec,Females,35 to 44 years,Total income,Median income (excluding zeros),units,29600.0
654529,1993,Quebec,Both sexes,45 to 54 years,Total income,Median income (excluding zeros),units,36200.0
654604,1993,Quebec,Males,45 to 54 years,Total income,Median income (excluding zeros),units,48900.0
654679,1993,Quebec,Females,45 to 54 years,Total income,Median income (excluding zeros),units,23400.0
654754,1993,Quebec,Both sexes,55 to 64 years,Total income,Median income (excluding zeros),units,24900.0
654829,1993,Quebec,Males,55 to 64 years,Total income,Median income (excluding zeros),units,39000.0
654904,1993,Quebec,Females,55 to 64 years,Total income,Median income (excluding zeros),units,14800.0
654979,1993,Quebec,Both sexes,65 years and over,Total income,Median income (excluding zeros),units,20400.0
655054,1993,Quebec,Males,65 years and over,Total income,Median income (excluding zeros),units,25000.0
655129,1993,Quebec,Females,65 years and over,Total income,Median income (excluding zeros),units,18000.0
655204,1993,Ontario,Both sexes,16 years and over,Total income,Median income (excluding zeros),units,31700.0
655279,1993,Ontario,Males,16 years and over,Total income,Median income (excluding zeros),units,41700.0
655354,1993,Ontario,Females,16 years and over,Total income,Median income (excluding zeros),units,24900.0
655429,1993,Ontario,Both sexes,16 to 24 years,Total income,Median income (excluding zeros),units,10500.0
655504,1993,Ontario,Males,16 to 24 years,Total income,Median income (excluding zeros),units,11200.0
655579,1993,Ontario,Females,16 to 24 years,Total income,Median income (excluding zeros),units,9900.0
655654,1993,Ontario,Both sexes,25 to 54 years,Total income,Median income (excluding zeros),units,42300.0
655729,1993,Ontario,Males,25 to 54 years,Total income,Median income (excluding zeros),units,52400.0
655804,1993,Ontario,Females,25 to 54 years,Total income,Median income (excluding zeros),units,33700.0
655879,1993,Ontario,Both sexes,25 to 34 years,Total income,Median income (excluding zeros),units,36900.0
655954,1993,Ontario,Males,25 to 34 years,Total income,Median income (excluding zeros),units,44600.0
656029,1993,Ontario,Females,25 to 34 years,Total income,Median income (excluding zeros),units,31200.0
656104,1993,Ontario,Both sexes,35 to 44 years,Total income,Median income (excluding zeros),units,44400.0
656179,1993,Ontario,Males,35 to 44 years,Total income,Median income (excluding zeros),units,56100.0
656254,1993,Ontario,Females,35 to 44 years,Total income,Median income (excluding zeros),units,36900.0
656329,1993,Ontario,Both sexes,45 to 54 years,Total income,Median income (excluding zeros),units,47700.0
656404,1993,Ontario,Males,45 to 54 years,Total income,Median income (excluding zeros),units,62600.0
656479,1993,Ontario,Females,45 to 54 years,Total income,Median income (excluding zeros),units,34800.0
656554,1993,Ontario,Both sexes,55 to 64 years,Total income,Median income (excluding zeros),units,33700.0
656629,1993,Ontario,Males,55 to 64 years,Total income,Median income (excluding zeros),units,47300.0
656704,1993,Ontario,Females,55 to 64 years,Total income,Median income (excluding zeros),units,21000.0
656779,1993,Ontario,Both sexes,65 years and over,Total income,Median income (excluding zeros),units,23400.0
656854,1993,Ontario,Males,65 years and over,Total income,Median income (excluding zeros),units,31300.0
656929,1993,Ontario,Females,65 years and over,Total income,Median income (excluding zeros),units,19900.0
657004,1993,Prairie provinces,Both sexes,16 years and over,Total income,Median income (excluding zeros),units,27900.0
657079,1993,Prairie provinces,Males,16 years and over,Total income,Median income (excluding zeros),units,37200.0
657154,1993,Prairie provinces,Females,16 years and over,Total income,Median income (excluding zeros),units,21400.0
657229,1993,Prairie provinces,Both sexes,16 to 24 years,Total income,Median income (excluding zeros),units,10900.0
657304,1993,Prairie provinces,Males,16 to 24 years,Total income,Median income (excluding zeros),units,11400.0
657379,1993,Prairie provinces,Females,16 to 24 years,Total income,Median income (excluding zeros),units,10500.0
657454,1993,Prairie provinces,Both sexes,25 to 54 years,Total income,Median income (excluding zeros),units,37100.0
657529,1993,Prairie provinces,Males,25 to 54 years,Total income,Median income (excluding zeros),units,47300.0
657604,1993,Prairie provinces,Females,25 to 54 years,Total income,Median income (excluding zeros),units,28200.0
657679,1993,Prairie provinces,Both sexes,25 to 34 years,Total income,Median income (excluding zeros),units,33200.0
657754,1993,Prairie provinces,Males,25 to 34 years,Total income,Median income (excluding zeros),units,41100.0
657829,1993,Prairie provinces,Females,25 to 34 years,Total income,Median income (excluding zeros),units,26400.0
657904,1993,Prairie provinces,Both sexes,35 to 44 years,Total income,Median income (excluding zeros),units,39900.0
